Sample,Family,Genus,Species,Count,Transect
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Stegastes,obreptus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Chaetodontidae,Chaetodon,trifascialis,1,1
SBY_20100620_SB205_DOV_1,Chaetodontidae,Chaetodon,trifascialis,1,1
SBY_20100620_SB205_DOV_1,Chaetodontidae,Chaetodon,trifascialis,1,1
SBY_20100620_SB205_DOV_1,Chaetodontidae,Chaetodon,trifascialis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Stegastes,obreptus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Labridae,Unknown,spp,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Chaetodontidae,Chaetodon,trifascialis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Apogonidae,Unknown,spp,1,1
SBY_20100620_SB205_DOV_1,Apogonidae,Unknown,spp,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Chaetodontidae,Chaetodon,trifascialis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Stegastes,obreptus,1,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lunare,1,1
SBY_20100620_SB205_DOV_1,Labridae,Choerodon,cauteroma,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBY_20100620_SB205_DOV_1,Labridae,Hologymnosus,annulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Stegastes,obreptus,1,1
SBY_20100620_SB205_DOV_1,Labridae,Unknown,spp,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Chaetodontidae,Chaetodon,trifascialis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lunare,1,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lunare,1,1
SBY_20100620_SB205_DOV_1,Labridae,Unknown,spp,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBY_20100620_SB205_DOV_1,Labridae,Unknown,spp,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Unknown,spp,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Stegastes,obreptus,1,1
SBY_20100620_SB205_DOV_1,Labridae,Unknown,spp,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Plectroglyphidodon,johnstonianus,1,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lunare,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,margaritifer,1,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lutescens,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lunare,1,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lunare,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Abudefduf,sexfasciatus,6,1
SBY_20100620_SB205_DOV_1,Chaetodontidae,Chaetodon,trifascialis,2,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,margaritifer,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,4,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Chromis,viridis,39,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Dascyllus,reticulatus,10,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Neoglyphidodon,melas,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Pomacentrus,milleri,1,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Stegastes,obreptus,4,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lunare,3,1
SBY_20100620_SB205_DOV_1,Labridae,Thalassoma,lunare,5,1
SBY_20100620_SB205_DOV_1,Apogonidae,Unknown,spp,2,1
SBY_20100620_SB205_DOV_1,Labridae,Unknown,spp,3,1
SBY_20100620_SB205_DOV_1,Labridae,Unknown,spp,9,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Unknown,spp,2,1
SBY_20100620_SB205_DOV_1,Pomacentridae,Unknown,spp,6,1
SBY_20100620_SB205_DOV_2,Labridae,Choerodon,rubescens,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Abudefduf,sexfasciatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Abudefduf,sexfasciatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Abudefduf,sexfasciatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,margaritifer,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Abudefduf,sexfasciatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Abudefduf,sexfasciatus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Anampses,meleagrides,1,2
SBY_20100620_SB205_DOV_2,Lutjanidae,Lutjanus,carponotatus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Labridae,Choerodon,cauteroma,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Stegastes,obreptus,1,2
SBY_20100620_SB205_DOV_2,Chaetodontidae,Chaetodon,trifascialis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Stegastes,obreptus,1,2
SBY_20100620_SB205_DOV_2,Lutjanidae,Lutjanus,carponotatus,1,2
SBY_20100620_SB205_DOV_2,Lutjanidae,Lutjanus,carponotatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Anampses,meleagrides,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Labridae,Anampses,meleagrides,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Stegastes,obreptus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Labroides,dimidiatus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Hemigymnus,fasciatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,margaritifer,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Chaetodontidae,Chaetodon,trifascialis,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Stegastes,obreptus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Plectroglyphidodon,johnstonianus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Plectroglyphidodon,johnstonianus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Chaetodontidae,Chaetodon,plebeius,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Chaetodontidae,Chaetodon,trifascialis,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Stegastes,obreptus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Pomacentrus,coelestis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Lutjanidae,Lutjanus,carponotatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Lutjanidae,Lutjanus,carponotatus,1,2
SBY_20100620_SB205_DOV_2,Chaetodontidae,Chaetodon,trifascialis,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Abudefduf,sexfasciatus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Chaetodontidae,Chaetodon,trifascialis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Abudefduf,sexfasciatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lutescens,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Pomacentrus,moluccensis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Chromis,viridis,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Balistidae,Sufflamen,chrysopterum,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Pomacentridae,Dascyllus,reticulatus,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
SBY_20100620_SB205_DOV_2,Labridae,Thalassoma,lunare,1,2
