Sample,Family,Genus,Species,Count,Transect
B1-01,Labridae,Choerodon,schoenleinii,1,1
B1-01,Pomacentridae,Abudefduf,sexfasciatus,1,1
B1-01,Pomacentridae,Abudefduf,sexfasciatus,1,1
B1-01,Pomacentridae,Abudefduf,sexfasciatus,1,1
B1-01,Scaridae,Chlorurus,sordidus,1,1
B1-01,Pomacentridae,Stegastes,obreptus,1,1
B1-01,Pomacentridae,Pomacentrus,coelestis,1,1
B1-01,Pomacentridae,Pomacentrus,coelestis,1,1
B1-01,Pomacentridae,Abudefduf,sexfasciatus,1,1
B1-01,Pomacentridae,Abudefduf,sexfasciatus,1,1
B1-01,Labridae,Thalassoma,lunare,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Pomacentridae,Pomacentrus,coelestis,3,1
B1-01,Pomacentridae,Pomacentrus,coelestis,2,1
B1-01,Pomacentridae,Pomacentrus,coelestis,1,1
B1-01,Pomacentridae,Pomacentrus,coelestis,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Pomacentridae,Pomacentrus,coelestis,2,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Stethojulis,spp,1,1
B1-01,Pomacentridae,Pomacentrus,coelestis,5,1
B1-01,Pomacentridae,Pomacentrus,coelestis,8,1
B1-01,Labridae,Choerodon,schoenleinii,1,1
B1-01,Labridae,Stethojulis,bandanensis,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Stethojulis,spp,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Stethojulis,bandanensis,1,1
B1-01,Labridae,Stethojulis,bandanensis,1,1
B1-01,Pomacentridae,Pomacentrus,coelestis,1,1
B1-01,Pomacentridae,Pomacentrus,coelestis,1,1
B1-01,Labridae,Thalassoma,lutescens,2,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Labridae,spp,1,1
B1-01,Labridae,Stethojulis,bandanensis,1,1
B1-01,Labridae,Labridae,spp,1,1
B1-01,Labridae,Stethojulis,spp,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Stethojulis,spp,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-01,Labridae,Thalassoma,lutescens,1,1
B1-02,Pomacentridae,Pomacentrus,coelestis,2,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Scaridae,Scaridae,spp,2,2
B1-02,Pomacentridae,Pomacentrus,coelestis,1,2
B1-02,Labridae,Stethojulis,spp,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Labridae,Hemigymnus,fasciatus,1,2
B1-02,Labridae,Halichoeres,nebulosus,2,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Labridae,Halichoeres,nebulosus,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Pomacentridae,Chromis,viridis,380,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Acanthuridae,Acanthurus,triostegus,1,2
B1-02,Scaridae,Scaridae,spp,2,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scaridae,spp,2,2
B1-02,Scaridae,Scarus,schlegeli,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scarus,chameleon,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scarus,schlegeli,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scarus,chameleon,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scarus,chameleon,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scarus,chameleon,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scaridae,spp,3,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scarus,schlegeli,1,2
B1-02,Scaridae,Scaridae,spp,2,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Scaridae,Scarus,schlegeli,1,2
B1-02,Scaridae,Scaridae,spp,3,2
B1-02,Scaridae,Scarus,chameleon,1,2
B1-02,Scaridae,Scarus,chameleon,1,2
B1-02,Labridae,Thalassoma,lunare,1,2
B1-02,Scaridae,Chlorurus,sordidus,2,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scarus,chameleon,1,2
B1-02,Scaridae,Scarus,rivulatus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Scaridae,Scarus,schlegeli,1,2
B1-02,Scaridae,Scarus,schlegeli,1,2
B1-02,Labridae,Stethojulis,bandanensis,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scarus,rivulatus,1,2
B1-02,Scaridae,Scarus,rivulatus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Labridae,Stethojulis,spp,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scarus,rivulatus,1,2
B1-02,Scaridae,Scaridae,spp,3,2
B1-02,Acanthuridae,Acanthurus,triostegus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,2,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scarus,chameleon,1,2
B1-02,Scaridae,Scarus,schlegeli,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Labridae,Stethojulis,bandanensis,1,2
B1-02,Acanthuridae,Acanthurus,triostegus,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scaridae,spp,1,2
B1-02,Scaridae,Scarus,rivulatus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Scaridae,Chlorurus,sordidus,1,2
B1-02,Labridae,Choerodon,cyanodus,1,2
B1-02,Labridae,Stethojulis,spp,1,2
B1-02,Pomacentridae,Pomacentrus,coelestis,2,2
B1-02,Pomacentridae,Pomacentrus,coelestis,1,2
B1-02,Labridae,Stethojulis,spp,1,2
B1-02,Labridae,Thalassoma,lutescens,1,2
B1-02,Pinguipedidae,Parapercis,clathrata,1,2
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,8,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,9,3
B1-03,Labridae,Halichoeres,nebulosus,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Labridae,Halichoeres,nebulosus,2,3
B1-03,Labridae,Stethojulis,spp,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,19,3
B1-03,Pomacentridae,Pomacentrus,coelestis,5,3
B1-03,Labridae,Labridae,spp,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,7,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,14,3
B1-03,Pomacentridae,Pomacentrus,coelestis,6,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Labridae,Stethojulis,bandanensis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,12,3
B1-03,Labridae,Halichoeres,nebulosus,1,3
B1-03,Labridae,Labridae,spp,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,10,3
B1-03,Acanthuridae,Acanthurus,triostegus,3,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Labridae,Labridae,spp,1,3
B1-03,Labridae,Labridae,spp,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,6,3
B1-03,Scaridae,Scaridae,spp,3,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Labridae,Stethojulis,spp,1,3
B1-03,Labridae,Halichoeres,nebulosus,1,3
B1-03,Pomacentridae,Pomacentrus,moluccensis,1,3
B1-03,Labridae,Labridae,spp,1,3
B1-03,Scaridae,Scaridae,spp,2,3
B1-03,Scaridae,Scaridae,spp,3,3
B1-03,Labridae,Labridae,spp,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,17,3
B1-03,Scaridae,Scaridae,spp,4,3
B1-03,Labridae,Halichoeres,nebulosus,1,3
B1-03,Scaridae,Scaridae,spp,4,3
B1-03,Pomacentridae,Pomacentrus,coelestis,14,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Scaridae,Scaridae,spp,3,3
B1-03,Scaridae,Scaridae,spp,8,3
B1-03,Labridae,Choerodon,cauteroma,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Scaridae,Scaridae,spp,5,3
B1-03,Labridae,Choerodon,schoenleinii,1,3
B1-03,Scaridae,Scaridae,spp,4,3
B1-03,Labridae,Halichoeres,nebulosus,1,3
B1-03,Scaridae,Scaridae,spp,5,3
B1-03,Labridae,Halichoeres,nebulosus,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,9,3
B1-03,Scaridae,Chlorurus,sordidus,2,3
B1-03,Scaridae,Scaridae,spp,8,3
B1-03,Pomacentridae,Pomacentrus,coelestis,6,3
B1-03,Labridae,Halichoeres,nebulosus,1,3
B1-03,Scaridae,Scaridae,spp,4,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Scaridae,Chlorurus,sordidus,2,3
B1-03,Scaridae,Scaridae,spp,5,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,47,3
B1-03,Scaridae,Scaridae,spp,5,3
B1-03,Pomacentridae,Pomacentrus,coelestis,6,3
B1-03,Labridae,Labridae,spp,1,3
B1-03,Scaridae,Scaridae,spp,2,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Scaridae,Scaridae,spp,2,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Labridae,Labridae,spp,1,3
B1-03,Scaridae,Scaridae,spp,4,3
B1-03,Scaridae,Chlorurus,sordidus,3,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Scaridae,Chlorurus,sordidus,3,3
B1-03,Scaridae,Scarus,rivulatus,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,33,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Scaridae,Scarus,chameleon,1,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Scaridae,Scarus,chameleon,2,3
B1-03,Scaridae,Scarus,chameleon,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,2,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Labridae,Halichoeres,nebulosus,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Acanthuridae,Acanthurus,grammoptilus,1,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,3
B1-03,Scaridae,Scaridae,spp,2,3
B1-03,Pomacentridae,Pomacentrus,coelestis,2,3
B1-03,Scaridae,Scaridae,spp,1,3
B1-03,Serranidae,Epinephelus,rivulatus,1,3
B1-03,Acanthuridae,Acanthurus,grammoptilus,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Scaridae,Scaridae,spp,2,3
B1-03,Acanthuridae,Acanthurus,grammoptilus,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Pinguipedidae,Parapercis,clathrata,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Scaridae,Scarus,chameleon,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Pomacentridae,Abudefduf,bengalensis,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Acanthuridae,Acanthurus,grammoptilus,1,3
B1-03,Scaridae,Scarus,schlegeli,1,3
B1-03,Scaridae,Scarus,schlegeli,1,3
B1-03,Pomacentridae,Pomacentrus,coelestis,9,3
B1-03,Pomacentridae,Pomacentrus,coelestis,3,3
B1-03,Scaridae,Chlorurus,sordidus,1,3
B1-03,Acanthuridae,Acanthurus,grammoptilus,1,3
B1-04,Pomacentridae,Abudefduf,bengalensis,1,4
B1-04,Scaridae,Scarus,schlegeli,1,4
B1-04,Scaridae,Scarus,schlegeli,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Scaridae,Scarus,schlegeli,1,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,4
B1-04,Pomacentridae,Abudefduf,bengalensis,1,4
B1-04,Acanthuridae,Acanthurus,triostegus,1,4
B1-04,Acanthuridae,Acanthurus,grammoptilus,1,4
B1-04,Acanthuridae,Acanthurus,grammoptilus,1,4
B1-04,Acanthuridae,Acanthurus,grammoptilus,1,4
B1-04,Scaridae,Chlorurus,sordidus,1,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Acanthuridae,Acanthurus,grammoptilus,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Acanthuridae,Acanthurus,triostegus,1,4
B1-04,Pomacentridae,Abudefduf,bengalensis,1,4
B1-04,Acanthuridae,Acanthurus,triostegus,1,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,4
B1-04,Labridae,Labrichthys,unilineatus,1,4
B1-04,Labridae,Cheilinus,trilobatus,1,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,4
B1-04,Scaridae,Scarus,schlegeli,1,4
B1-04,Pomacentridae,Pomacentrus,coelestis,2,4
B1-04,Pomacentridae,Pomacentrus,coelestis,1,4
B1-04,Pomacentridae,Stegastes,obreptus,1,4
B1-04,Pomacentridae,Pomacentrus,coelestis,1,4
B1-04,Pomacentridae,Pomacentrus,coelestis,1,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Scaridae,Scaridae,spp,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Scaridae,Scarus,chameleon,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Pomacentridae,Pomacentrus,coelestis,1,4
B1-04,Pomacentridae,Pomacentrus,coelestis,3,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Scaridae,Chlorurus,sordidus,1,4
B1-04,Scaridae,Chlorurus,sordidus,1,4
B1-04,Chaetodontidae,Chelmon,marginalis,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Pomacentridae,Pomacentrus,coelestis,1,4
B1-04,Pomacentridae,Pomacentrus,coelestis,1,4
B1-04,Labridae,Choerodon,schoenleinii,1,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,4
B1-04,Scaridae,Scarus,schlegeli,1,4
B1-04,Scaridae,Scarus,schlegeli,1,4
B1-04,Scaridae,Scaridae,spp,1,4
B1-04,Scaridae,Scarus,schlegeli,1,4
B1-04,Scaridae,Scaridae,spp,1,4
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Labridae,Choerodon,schoenleinii,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Labridae,Thalassoma,lutescens,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Labridae,Cheilinus,trilobatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Nemipteridae,Scolopsis,bilineata,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Nemipteridae,Scolopsis,bilineata,1,5
B1-05,Pomacentridae,Abudefduf,bengalensis,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Kyphosidae,Kyphosus,bigibbus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Nemipteridae,Scolopsis,bilineata,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,3,5
B1-05,Pomacentridae,Abudefduf,sexfasciatus,1,5
B1-05,Acanthuridae,Zebrasoma,scopas,1,5
B1-05,Labridae,Thalassoma,lunare,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Abudefduf,sexfasciatus,1,5
B1-05,Pomacentridae,Abudefduf,bengalensis,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Abudefduf,sexfasciatus,1,5
B1-05,Pomacentridae,Abudefduf,sexfasciatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Abudefduf,sexfasciatus,2,5
B1-05,Labridae,Anampses,meleagrides,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Scaridae,Scarus,rivulatus,1,5
B1-05,Pomacentridae,Abudefduf,sexfasciatus,2,5
B1-05,Lutjanidae,Lutjanus,carponotatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Scaridae,Chlorurus,sordidus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Lutjanidae,Lutjanus,carponotatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Scaridae,Scaridae,spp,1,5
B1-05,Nemipteridae,Scolopsis,bilineata,1,5
B1-05,Chaetodontidae,Chaetodon,auriga,1,5
B1-05,Chaetodontidae,Chaetodon,aureofasciatus,1,5
B1-05,Chaetodontidae,Chaetodon,aureofasciatus,1,5
B1-05,Scaridae,Chlorurus,sordidus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Scaridae,Scarus,schlegeli,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Lutjanidae,Lutjanus,fulviflamma,1,5
B1-05,Lutjanidae,Lutjanus,fulviflamma,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,12,5
B1-05,Holocentridae,Holocentridae,spp,2,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,11,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,5,5
B1-05,Chaetodontidae,Chaetodon,aureofasciatus,1,5
B1-05,Chaetodontidae,Chaetodon,aureofasciatus,1,5
B1-05,Pomacentridae,Pomacentrus,coelestis,1,5
B1-05,Lutjanidae,Lutjanus,carponotatus,1,5
B1-06,Lutjanidae,Lutjanus,fulviflamma,1,6
B1-06,Pomacentridae,Pomacentrus,coelestis,1,6
B1-06,Pomacentridae,Pomacentridae,spp,1,6
B1-06,Chaetodontidae,Chaetodon,aureofasciatus,1,6
B1-06,Chaetodontidae,Chaetodon,aureofasciatus,1,6
B1-06,Pomacentridae,Pomacentrus,vaiuli,1,6
B1-06,Scaridae,Scarus,schlegeli,1,6
B1-06,Acanthuridae,Ctenochaetus,striatus,1,6
B1-06,Nemipteridae,Scolopsis,bilineata,1,6
B1-06,Acanthuridae,Ctenochaetus,striatus,1,6
B1-06,Nemipteridae,Scolopsis,bilineata,1,6
B1-06,Pomacentridae,Plectroglyphidodon,lacrymatus,1,6
B1-06,Labridae,Halichoeres,spp,1,6
B1-06,Blenniidae,Plagiotremus,tapeinosoma,1,6
B1-06,Scaridae,Scarus,rivulatus,1,6
B1-06,Labridae,Hemigymnus,fasciatus,1,6
B1-06,Acanthuridae,Acanthurus,grammoptilus,1,6
B1-06,Scaridae,Scarus,rivulatus,1,6
B1-06,Scaridae,Scaridae,spp,1,6
B1-06,Scaridae,Chlorurus,sordidus,1,6
B1-06,Scaridae,Scarus,schlegeli,1,6
B1-06,Scaridae,Scaridae,spp,1,6
B1-06,Scaridae,Scarus,schlegeli,1,6
