Sample,Family,Genus,Species,Count,Length,Transect
B1-02,Scaridae,Chlorurus,sordidus,1,257.83,2
B1-02,Scaridae,Scaridae,spp,1,118.05,2
B1-02,Acanthuridae,Acanthurus,triostegus,1,108.413,2
B1-02,Scaridae,Chlorurus,sordidus,1,132.103,2
B1-02,Scaridae,Chlorurus,sordidus,1,161.937,2
B1-02,Scaridae,Scarus,chameleon,1,146.625,2
B1-02,Scaridae,Scarus,schlegeli,1,151.794,2
B1-02,Scaridae,Scaridae,spp,1,153.644,2
B1-02,Scaridae,Scaridae,spp,1,223.236,2
B1-02,Scaridae,Chlorurus,sordidus,1,132.553,2
B1-02,Scaridae,Scarus,schlegeli,1,107.733,2
B1-02,Labridae,Thalassoma,lutescens,1,100.004,2
B1-02,Scaridae,Scarus,schlegeli,1,109.225,2
B1-02,Labridae,Thalassoma,lunare,1,95.552,2
B1-02,Scaridae,Scaridae,spp,1,143.065,2
B1-02,Scaridae,Scarus,rivulatus,1,143.958,2
B1-02,Scaridae,Chlorurus,sordidus,1,119.434,2
B1-02,Labridae,Thalassoma,lutescens,1,70.436,2
B1-02,Labridae,Thalassoma,lutescens,1,63.582,2
B1-02,Scaridae,Scarus,schlegeli,1,119.024,2
B1-02,Scaridae,Scarus,schlegeli,1,123.771,2
B1-02,Labridae,Stethojulis,bandanensis,1,106.294,2
B1-02,Scaridae,Chlorurus,sordidus,1,174.367,2
B1-02,Scaridae,Scarus,rivulatus,1,127.438,2
B1-02,Scaridae,Scarus,rivulatus,1,183.025,2
B1-02,Scaridae,Chlorurus,sordidus,1,128.245,2
B1-02,Labridae,Stethojulis,spp,1,77.069,2
B1-02,Scaridae,Chlorurus,sordidus,1,127.926,2
B1-02,Scaridae,Chlorurus,sordidus,1,106.81,2
B1-02,Scaridae,Scarus,rivulatus,1,124.557,2
B1-02,Acanthuridae,Acanthurus,triostegus,1,163.665,2
B1-02,Scaridae,Chlorurus,sordidus,1,133.666,2
B1-02,Scaridae,Chlorurus,sordidus,1,144.006,2
B1-02,Scaridae,Scarus,chameleon,1,137.957,2
B1-02,Scaridae,Scarus,schlegeli,1,112.292,2
B1-02,Scaridae,Scaridae,spp,1,136.466,2
B1-02,Acanthuridae,Acanthurus,triostegus,1,127.603,2
B1-02,Scaridae,Scaridae,spp,1,158.936,2
B1-02,Labridae,Choerodon,cyanodus,1,469.944,2
B1-02,Labridae,Stethojulis,spp,1,70.675,2
B1-02,Labridae,Stethojulis,spp,1,44.616,2
B1-02,Pinguipedidae,Parapercis,clathrata,1,130.275,2
B1-03,Pomacentridae,Pomacentrus,coelestis,1,42.046,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,45.405,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,64.566,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,47.883,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,40.839,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,49.126,3
B1-03,Labridae,Halichoeres,nebulosus,1,77.764,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,52.478,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,55.587,3
B1-03,Labridae,Labridae,spp,1,63.941,3
B1-03,Labridae,Labridae,spp,1,46.8,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,53.968,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,39.949,3
B1-03,Labridae,Choerodon,cauteroma,1,255.258,3
B1-03,Labridae,Halichoeres,nebulosus,1,45.295,3
B1-03,Scaridae,Chlorurus,sordidus,1,382.672,3
B1-03,Scaridae,Scaridae,spp,1,473.314,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,186.581,3
B1-03,Scaridae,Scarus,rivulatus,1,326.713,3
B1-03,Scaridae,Chlorurus,sordidus,1,219.965,3
B1-03,Scaridae,Scaridae,spp,1,774.199,3
B1-03,Scaridae,Scaridae,spp,1,795.041,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,192.791,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,41.108,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,32.303,3
B1-03,Pomacentridae,Pomacentrus,coelestis,1,47.68,3
B1-03,Scaridae,Scarus,chameleon,1,220.029,3
B1-03,Scaridae,Scaridae,spp,1,527.565,3
B1-03,Scaridae,Chlorurus,sordidus,1,197.48,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,206.899,3
B1-03,Scaridae,Chlorurus,sordidus,1,199.902,3
B1-03,Scaridae,Chlorurus,sordidus,1,291.816,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,196.581,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,167.58,3
B1-03,Acanthuridae,Acanthurus,triostegus,1,194.291,3
B1-03,Acanthuridae,Acanthurus,grammoptilus,1,181.604,3
B1-03,Scaridae,Chlorurus,sordidus,1,289.277,3
B1-03,Scaridae,Chlorurus,sordidus,1,229.562,3
B1-03,Pinguipedidae,Parapercis,clathrata,1,133.87,3
B1-03,Scaridae,Chlorurus,sordidus,1,233.161,3
B1-03,Scaridae,Chlorurus,sordidus,1,188.181,3
B1-03,Pomacentridae,Abudefduf,bengalensis,1,121.078,3
B1-03,Scaridae,Chlorurus,sordidus,1,139.144,3
B1-03,Scaridae,Chlorurus,sordidus,1,398.511,3
B1-03,Scaridae,Chlorurus,sordidus,1,182.194,3
B1-03,Scaridae,Chlorurus,sordidus,1,188.61,3
B1-03,Acanthuridae,Acanthurus,grammoptilus,1,174.321,3
B1-04,Pomacentridae,Abudefduf,bengalensis,1,118.233,4
B1-04,Scaridae,Scarus,schlegeli,1,439.644,4
B1-04,Scaridae,Scarus,schlegeli,1,338.745,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,174.674,4
B1-04,Acanthuridae,Acanthurus,triostegus,1,235.722,4
B1-04,Acanthuridae,Acanthurus,grammoptilus,1,198.775,4
B1-04,Acanthuridae,Acanthurus,grammoptilus,1,225.154,4
B1-04,Scaridae,Chlorurus,sordidus,1,380.219,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,174.077,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,144.429,4
B1-04,Acanthuridae,Acanthurus,triostegus,1,166.662,4
B1-04,Pomacentridae,Abudefduf,bengalensis,1,143.246,4
B1-04,Acanthuridae,Acanthurus,triostegus,1,185.918,4
B1-04,Nemipteridae,Scolopsis,bilineata,1,161.501,4
B1-04,Scaridae,Scarus,schlegeli,1,119.336,4
B1-04,Pomacentridae,Pomacentrus,coelestis,1,44.179,4
B1-04,Scaridae,Scaridae,spp,1,331.159,4
B1-04,Scaridae,Chlorurus,sordidus,1,185.593,4
B1-04,Scaridae,Chlorurus,sordidus,1,230.757,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,186.99,4
B1-04,Labridae,Choerodon,schoenleinii,1,423.742,4
B1-04,Acanthuridae,Ctenochaetus,striatus,1,186.895,4
B1-04,Scaridae,Scarus,schlegeli,1,187.578,4
B1-04,Scaridae,Scarus,schlegeli,1,234.65,4
B1-04,Scaridae,Scarus,schlegeli,1,175.875,4
B1-05,Acanthuridae,Ctenochaetus,striatus,1,191.295,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,157.748,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,200.721,5
B1-05,Nemipteridae,Scolopsis,bilineata,1,149.44,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,180.825,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,188.472,5
B1-05,Kyphosidae,Kyphosus,bigibbus,1,279.665,5
B1-05,Nemipteridae,Scolopsis,bilineata,1,186.78,5
B1-05,Pomacentridae,Abudefduf,sexfasciatus,1,122.249,5
B1-05,Labridae,Thalassoma,lunare,1,162.907,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,237.235,5
B1-05,Pomacentridae,Abudefduf,sexfasciatus,1,118.35,5
B1-05,Pomacentridae,Abudefduf,bengalensis,1,139.801,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,216.871,5
B1-05,Labridae,Anampses,meleagrides,1,154.931,5
B1-05,Scaridae,Scarus,rivulatus,1,202.064,5
B1-05,Lutjanidae,Lutjanus,carponotatus,1,282.379,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,190.19,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,223.203,5
B1-05,Scaridae,Chlorurus,sordidus,1,287.762,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,168.987,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,204.045,5
B1-05,Chaetodontidae,Chaetodon,auriga,1,163.243,5
B1-05,Scaridae,Chlorurus,sordidus,1,228.002,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,213.296,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,165.994,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,186.986,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,215.813,5
B1-05,Acanthuridae,Ctenochaetus,striatus,1,200.254,5
B1-06,Lutjanidae,Lutjanus,fulviflamma,1,275.889,6
B1-06,Pomacentridae,Pomacentrus,vaiuli,1,48.585,6
B1-06,Scaridae,Scarus,schlegeli,1,219.164,6
B1-06,Scaridae,Scarus,schlegeli,1,169.024,6
B1-06,Scaridae,Scarus,schlegeli,1,205.93,6
B1-06,Scaridae,Scarus,schlegeli,1,172.135,6
B1-06,Scaridae,Scarus,chameleon,1,197.086,6
B1-06,Acanthuridae,Acanthurus,grammoptilus,1,160.731,6
B1-06,Scaridae,Scarus,rivulatus,1,260.744,6
B1-06,Acanthuridae,Acanthurus,grammoptilus,1,128.58,6
B2-01,Labridae,Thalassoma,lutescens,1,197.182,1
B2-01,Scaridae,Chlorurus,sordidus,1,145.619,1
B2-01,Labridae,Thalassoma,hardwicke,1,85.075,1
B2-01,Scaridae,Scaridae,spp,1,76.098,1
B2-01,Scaridae,Scaridae,spp,1,92.8,1
B2-01,Scaridae,Scaridae,spp,1,70.044,1
B2-01,Scaridae,Scaridae,spp,1,75.227,1
B2-01,Scaridae,Scaridae,spp,1,84.423,1
B2-01,Acanthuridae,Acanthurus,triostegus,1,102.739,1
B2-01,Labridae,Thalassoma,spp,1,163.004,1
B2-01,Acanthuridae,Acanthurus,triostegus,1,96.715,1
B2-01,Scaridae,Chlorurus,sordidus,1,96.301,1
B2-01,Scaridae,Chlorurus,sordidus,1,100.939,1
B2-01,Scaridae,Chlorurus,sordidus,1,116.33,1
B2-01,Scaridae,Chlorurus,sordidus,1,136.741,1
B2-01,Scaridae,Chlorurus,sordidus,1,123.496,1
B2-01,Scaridae,Chlorurus,sordidus,1,83.082,1
B2-01,Scaridae,Chlorurus,sordidus,1,92.02,1
B2-01,Scaridae,Chlorurus,sordidus,1,99.728,1
B2-01,Scaridae,Chlorurus,sordidus,1,199.617,1
B2-01,Scaridae,Chlorurus,sordidus,1,180.652,1
B2-01,Scaridae,Chlorurus,sordidus,1,206.729,1
B2-01,Pomacentridae,Abudefduf,sexfasciatus,1,65.867,1
B2-01,Pomacentridae,Abudefduf,sexfasciatus,1,54.171,1
B2-01,Pomacentridae,Abudefduf,sexfasciatus,1,61.876,1
B2-01,Scaridae,Chlorurus,sordidus,1,221.869,1
B2-01,Scaridae,Chlorurus,sordidus,1,167.568,1
B2-01,Scaridae,Chlorurus,sordidus,1,178.276,1
B2-01,Scaridae,Scarus,rivulatus,1,202.522,1
B2-01,Scaridae,Scarus,rivulatus,1,142.924,1
B2-01,Scaridae,Chlorurus,sordidus,1,80.804,1
B2-01,Scaridae,Scarus,dimidiatus,1,88.022,1
B2-01,Labridae,Gomphosus,varius,1,77.671,1
B2-01,Labridae,Thalassoma,lunare,1,59.415,1
B2-01,Scaridae,Scarus,rivulatus,1,132.064,1
B2-01,Scaridae,Chlorurus,sordidus,1,187.156,1
B2-02,Scaridae,Chlorurus,sordidus,1,197.259,2
B2-02,Scaridae,Chlorurus,sordidus,1,133.559,2
B2-02,Scaridae,Scarus,rivulatus,1,251.936,2
B2-02,Labridae,Choerodon,rubescens,1,444.774,2
B2-02,Labridae,Thalassoma,lunare,1,128.906,2
B2-02,Labridae,Thalassoma,lunare,1,165.452,2
B2-02,Labridae,Thalassoma,lutescens,1,99.433,2
B2-02,Labridae,Choerodon,cyanodus,1,215.759,2
B2-02,Labridae,Thalassoma,lunare,1,122.595,2
B2-02,Labridae,Thalassoma,lunare,1,139.878,2
B2-02,Labridae,Choerodon,cyanodus,1,219.723,2
B2-02,Labridae,Halichoeres,nebulosus,1,74.893,2
B2-02,Scaridae,Scarus,rivulatus,1,177.317,2
B2-02,Scaridae,Scarus,rivulatus,1,219.245,2
B2-03,Acanthuridae,Acanthurus,triostegus,1,157.259,3
B2-03,Scaridae,Chlorurus,sordidus,1,187.568,3
B2-03,Scaridae,Scaridae,spp,1,183.118,3
B2-03,Pomacentridae,Chromis,viridis,1,78.192,3
B2-03,Pomacentridae,Chromis,viridis,1,76.186,3
B2-03,Labridae,Gomphosus,varius,1,153.448,3
B2-03,Scaridae,Chlorurus,sordidus,1,113.05,3
B2-03,Scaridae,Chlorurus,sordidus,1,116.377,3
B2-03,Pomacentridae,Neoglyphidodon,nigroris,1,90.464,3
B2-03,Labridae,Halichoeres,marginatus,1,121.108,3
B2-03,Scaridae,Scaridae,spp,1,187.596,3
B2-03,Nemipteridae,Scolopsis,bilineata,1,186.507,3
B2-03,Nemipteridae,Scolopsis,bilineata,1,112.768,3
B2-03,Nemipteridae,Scolopsis,bilineata,1,136.694,3
B2-03,Nemipteridae,Scolopsis,bilineata,1,151.174,3
B2-03,Acanthuridae,Acanthurus,triostegus,1,137.964,3
B2-03,Scaridae,Chlorurus,sordidus,1,110.223,3
B2-03,Scaridae,Scaridae,spp,1,240.77,3
B2-03,Scaridae,Scarus,rivulatus,1,224.651,3
B2-03,Scaridae,Scaridae,spp,1,220.852,3
B2-03,Scaridae,Chlorurus,sordidus,1,227.194,3
B2-03,Acanthuridae,Zebrasoma,scopas,1,178.212,3
B2-03,Labridae,Thalassoma,lunare,1,149.257,3
B2-03,Pomacentridae,Neoglyphidodon,nigroris,1,82.269,3
B2-03,Pomacentridae,Neoglyphidodon,nigroris,1,85.928,3
B2-03,Pomacentridae,Dascyllus,reticulatus,1,61.525,3
B2-04,Labridae,Thalassoma,lunare,1,120.832,4
B2-04,Labridae,Thalassoma,lunare,1,113.241,4
B2-04,Pomacentridae,Neoglyphidodon,nigroris,1,70.989,4
B2-04,Labridae,Thalassoma,lunare,1,73.787,4
B2-04,Labridae,Thalassoma,lutescens,1,111.356,4
B2-04,Labridae,Choerodon,cyanodus,1,169.484,4
B2-04,Labridae,Choerodon,cyanodus,1,281.423,4
B2-04,Labridae,Thalassoma,lutescens,1,86.393,4
B2-04,Labridae,Thalassoma,lutescens,1,123.539,4
B2-04,Labridae,Choerodon,cyanodus,1,248.242,4
B2-04,Labridae,Thalassoma,lutescens,1,124.852,4
B2-04,Labridae,Thalassoma,lutescens,1,118.71,4
B2-04,Scaridae,Chlorurus,sordidus,1,72.637,4
B2-04,Scaridae,Scaridae,spp,1,85.637,4
B2-04,Labridae,Thalassoma,lutescens,1,127.705,4
B2-04,Pomacentridae,Pomacentrus,milleri,1,72.315,4
B2-04,Pomacentridae,Pomacentrus,milleri,1,75.766,4
B2-04,Labridae,Thalassoma,lunare,1,89.118,4
B2-04,Scaridae,Scaridae,spp,1,162.676,4
B2-04,Labridae,Thalassoma,lunare,1,78.462,4
B2-04,Labridae,Labroides,dimidiatus,1,79.058,4
B2-04,Labridae,Choerodon,cyanodus,1,245.942,4
B2-04,Labridae,Thalassoma,spp,1,116.274,4
B2-05,Acanthuridae,Acanthurus,dussumieri,1,154.872,5
B2-05,Labridae,Choerodon,cyanodus,1,195.242,5
B2-05,Labridae,Thalassoma,lunare,1,165.231,5
B2-05,Scaridae,Scaridae,spp,1,182.054,5
B2-05,Scaridae,Chlorurus,sordidus,1,171.911,5
B2-05,Pomacentridae,Abudefduf,bengalensis,1,139.268,5
B2-05,Scaridae,Chlorurus,sordidus,1,127.385,5
B2-05,Pomacentridae,Pomacentrus,moluccensis,1,50.484,5
B2-05,Caesionidae,Pterocaesio,digramma,1,121.234,5
B2-05,Caesionidae,Pterocaesio,digramma,1,118.638,5
B2-05,Caesionidae,Pterocaesio,digramma,1,99.648,5
B2-05,Pomacentridae,Neoglyphidodon,nigroris,1,79.08,5
B2-05,Lutjanidae,Lutjanus,carponotatus,1,226.221,5
B2-05,Caesionidae,Pterocaesio,digramma,1,112.742,5
B2-05,Caesionidae,Pterocaesio,digramma,1,106.993,5
B2-05,Caesionidae,Pterocaesio,digramma,1,105.541,5
B2-05,Caesionidae,Pterocaesio,digramma,1,131.7,5
B2-05,Caesionidae,Pterocaesio,digramma,1,86.142,5
B2-05,Caesionidae,Pterocaesio,digramma,1,113.326,5
B2-05,Caesionidae,Pterocaesio,digramma,1,106.76,5
B2-05,Caesionidae,Pterocaesio,digramma,1,114.644,5
B2-05,Caesionidae,Pterocaesio,digramma,1,109.228,5
B2-05,Caesionidae,Pterocaesio,digramma,1,116.479,5
B2-05,Caesionidae,Pterocaesio,digramma,1,131.908,5
B2-05,Caesionidae,Pterocaesio,digramma,1,104.427,5
B2-05,Labridae,Bodianus,axillaris,1,121.77,5
B2-05,Labridae,Thalassoma,lunare,1,68.397,5
B2-05,Scaridae,Scarus,schlegeli,1,171.675,5
B2-05,Caesionidae,Pterocaesio,digramma,1,104.756,5
B2-05,Caesionidae,Pterocaesio,digramma,1,140.936,5
B2-05,Caesionidae,Pterocaesio,digramma,1,132.667,5
B2-05,Caesionidae,Pterocaesio,digramma,1,92.039,5
B2-05,Caesionidae,Pterocaesio,digramma,1,133.887,5
B2-05,Scaridae,Chlorurus,sordidus,1,93.766,5
B2-05,Scaridae,Chlorurus,sordidus,1,98.784,5
B2-05,Labridae,Thalassoma,lunare,1,93.065,5
B3-01,Labridae,Halichoeres,nebulosus,1,46.504,1
B3-01,Labridae,Halichoeres,nebulosus,1,46.369,1
B3-01,Pomacentridae,Pomacentrus,coelestis,1,57.771,1
B3-01,Pinguipedidae,Parapercis,clathrata,1,99.773,1
B3-01,Labridae,Choerodon,schoenleinii,1,225.083,1
B3-01,Labridae,Choerodon,schoenleinii,1,192.456,1
B3-01,Labridae,Halichoeres,nebulosus,1,47.51,1
B3-01,Labridae,Halichoeres,nebulosus,1,42.418,1
B3-01,Labridae,Choerodon,schoenleinii,1,213.044,1
B3-01,Scaridae,Chlorurus,sordidus,1,282.731,1
B3-01,Scaridae,Scarus,schlegeli,1,195.225,1
B3-01,Scaridae,Scarus,rivulatus,1,217.27,1
B3-01,Scaridae,Chlorurus,sordidus,1,177.491,1
B3-01,Scaridae,Scarus,ghobban,1,171.444,1
B3-01,Scaridae,Scarus,schlegeli,1,190.084,1
B3-01,Scaridae,Scarus,schlegeli,1,181.87,1
B3-01,Scaridae,Chlorurus,sordidus,1,141.119,1
B3-01,Mullidae,Parupeneus,spilurus,1,168.186,1
B3-01,Mullidae,Parupeneus,barberinoides,1,207.67,1
B3-01,Labridae,Choerodon,cauteroma,1,196.347,1
B3-01,Scaridae,Scarus,schlegeli,1,188.254,1
B3-01,Labridae,Choerodon,cauteroma,1,222.662,1
B3-01,Labridae,Halichoeres,nebulosus,1,45.911,1
B3-01,Labridae,Halichoeres,nebulosus,1,60.417,1
B3-01,Labridae,Thalassoma,lutescens,1,106.816,1
B3-01,Labridae,Halichoeres,nebulosus,1,77.928,1
B3-01,Labridae,Halichoeres,nebulosus,1,38.982,1
B3-01,Labridae,Thalassoma,lutescens,1,166.233,1
B3-02,Labridae,Thalassoma,lutescens,1,111.576,2
B3-02,Labridae,Thalassoma,lutescens,1,195.347,2
B3-02,Acanthuridae,Acanthurus,grammoptilus,1,201.569,2
B3-02,Scaridae,Scaridae,spp,1,290.678,2
B3-02,Acanthuridae,Acanthurus,triostegus,1,254.29,2
B3-02,Labridae,Choerodon,cyanodus,1,359.179,2
B3-02,Labridae,Thalassoma,lutescens,1,100.858,2
B3-02,Labridae,Choerodon,cyanodus,1,251.033,2
B3-02,Scaridae,Scarus,ghobban,1,261.572,2
B3-02,Labridae,Halichoeres,nebulosus,1,50.436,2
B3-02,Labridae,Halichoeres,nebulosus,1,30.397,2
B3-02,Acanthuridae,Acanthurus,grammoptilus,1,135.674,2
B3-02,Acanthuridae,Acanthurus,grammoptilus,1,160.058,2
B3-02,Scaridae,Scarus,chameleon,1,187.151,2
B3-02,Scaridae,Scarus,ghobban,1,198.428,2
B3-02,Acanthuridae,Acanthurus,grammoptilus,1,145.344,2
B3-02,Scaridae,Scarus,ghobban,1,174.384,2
B3-02,Scaridae,Scarus,rivulatus,1,154.374,2
B3-02,Scaridae,Scaridae,spp,1,193.012,2
B3-02,Scaridae,Chlorurus,sordidus,1,127.457,2
B3-02,Scaridae,Chlorurus,sordidus,1,185.614,2
B3-02,Scaridae,Scarus,ghobban,1,175.105,2
B3-02,Scaridae,Chlorurus,sordidus,1,139.418,2
B3-02,Scaridae,Chlorurus,sordidus,1,173.857,2
B3-02,Scaridae,Scaridae,spp,1,175.339,2
B3-02,Scaridae,Chlorurus,sordidus,1,201.295,2
B3-02,Scaridae,Scarus,rivulatus,1,169.941,2
B3-02,Scaridae,Scarus,ghobban,1,195.529,2
B3-02,Scaridae,Scaridae,spp,1,167.303,2
B3-02,Scaridae,Chlorurus,sordidus,1,193.406,2
B3-02,Labridae,Stethojulis,spp,1,90.312,2
B3-03,Labridae,Stethojulis,spp,1,64.792,3
B3-03,Labridae,Thalassoma,lutescens,1,111.78,3
B3-03,Labridae,Thalassoma,lutescens,1,83.087,3
B3-03,Labridae,Thalassoma,lutescens,1,84.099,3
B3-03,Pomacentridae,Pomacentrus,milleri,1,58.094,3
B3-03,Labridae,Thalassoma,lutescens,1,113.895,3
B3-03,Pomacentridae,Pomacentrus,milleri,1,70.972,3
B3-03,Labridae,Stethojulis,spp,1,93.314,3
B3-03,Labridae,Thalassoma,lutescens,1,116.541,3
B3-03,Pomacentridae,Pomacentrus,milleri,1,73.227,3
B3-03,Labridae,Thalassoma,lutescens,1,110.58,3
B3-03,Labridae,Stethojulis,interrupta,1,91.973,3
B3-03,Labridae,Choerodon,schoenleinii,1,507.204,3
B3-04,Labridae,Halichoeres,nebulosus,1,65.479,4
B3-04,Labridae,Thalassoma,lutescens,1,108.404,4
B3-04,Pomacentridae,Pomacentrus,milleri,1,44.89,4
B3-04,Labridae,Stethojulis,spp,1,44.726,4
B3-04,Labridae,Thalassoma,lutescens,1,98.535,4
B3-04,Labridae,Thalassoma,lunare,1,129.365,4
B3-04,Scaridae,Chlorurus,sordidus,1,129.629,4
B3-04,Scaridae,Chlorurus,sordidus,1,114.287,4
B3-04,Scaridae,Chlorurus,sordidus,1,105.466,4
B3-04,Scaridae,Chlorurus,sordidus,1,114.286,4
B3-04,Scaridae,Scaridae,spp,1,126.512,4
B3-04,Scaridae,Scaridae,spp,1,146.492,4
B3-04,Scaridae,Chlorurus,sordidus,1,115.564,4
B3-04,Scaridae,Chlorurus,sordidus,1,135.253,4
B3-04,Scaridae,Scaridae,spp,1,136.817,4
B3-04,Scaridae,Chlorurus,sordidus,1,109.725,4
B3-04,Scaridae,Chlorurus,sordidus,1,108.992,4
B3-04,Scaridae,Chlorurus,sordidus,1,120.57,4
B3-04,Scaridae,Scaridae,spp,1,90.824,4
B3-04,Scaridae,Chlorurus,sordidus,1,140.919,4
B3-04,Scaridae,Scaridae,spp,1,136.517,4
B3-04,Scaridae,Scaridae,spp,1,89.432,4
B3-04,Scaridae,Chlorurus,sordidus,1,124.208,4
B3-04,Scaridae,Scaridae,spp,1,100.35,4
B3-04,Scaridae,Scaridae,spp,1,102.845,4
B3-04,Labridae,Thalassoma,lunare,1,89.061,4
B3-04,Labridae,Thalassoma,spp,1,111.072,4
B3-04,Labridae,Halichoeres,nebulosus,1,53.331,4
B3-04,Labridae,Thalassoma,lutescens,1,63.991,4
B3-04,Acanthuridae,Acanthurus,grammoptilus,1,225.166,4
B3-04,Acanthuridae,Acanthurus,grammoptilus,1,266.913,4
B3-04,Labridae,Choerodon,cyanodus,1,208.507,4
B3-04,Scaridae,Scaridae,spp,1,92.149,4
B3-04,Labridae,Thalassoma,lutescens,1,70.355,4
B3-04,Labridae,Thalassoma,lunare,1,109.432,4
B3-04,Labridae,Thalassoma,lutescens,1,118.784,4
B3-04,Scaridae,Scaridae,spp,1,84.862,4
B3-04,Acanthuridae,Acanthurus,grammoptilus,1,154.825,4
B3-04,Scaridae,Scaridae,spp,1,75.589,4
B3-04,Labridae,Thalassoma,lutescens,1,77.045,4
B3-04,Labridae,Choerodon,schoenleinii,1,295.588,4
B3-05,Scaridae,Chlorurus,sordidus,1,107.937,5
B3-05,Labridae,Hemigymnus,melapterus,1,170.319,5
B3-05,Scaridae,Chlorurus,sordidus,1,102.213,5
B3-05,Scaridae,Chlorurus,sordidus,1,114.805,5
B3-05,Scaridae,Chlorurus,sordidus,1,112.948,5
B3-05,Scaridae,Chlorurus,sordidus,1,92.808,5
B3-05,Scaridae,Chlorurus,sordidus,1,123.391,5
B3-05,Scaridae,Chlorurus,sordidus,1,103.8,5
B3-05,Scaridae,Scaridae,spp,1,85.193,5
B3-05,Scaridae,Scaridae,spp,1,80.426,5
B3-05,Scaridae,Scaridae,spp,1,87.687,5
B3-05,Scaridae,Chlorurus,sordidus,1,101.416,5
