"Sample","Family","Genus","Species","Count","Length","Transect"
"B1-06","Nemipteridae","Scolopsis","bilineata",1,174.622,6
"B1-06","Scaridae","Scarus","rivulatus",1,239.201,6
"B1-06","Scaridae","Scarus","schlegeli",1,194.844,6
"B1-06","Scaridae","Scarus","schlegeli",1,170.015,6
"B1-06","Scaridae","Chlorurus","sordidus",1,226.387,6
"B1-06","Acanthuridae","Ctenochaetus","striatus",1,210.563,6
"B1-06","Haemulidae","Plectorhinchus","multivittatus",1,370.923,6
"B1-06","Labridae","Bodianus","axillaris",1,115.016,6
"B1-06","Labridae","Bodianus","axillaris",1,97.672,6
"B1-06","Acanthuridae","Ctenochaetus","striatus",1,230.043,6
"B1-06","Scaridae","Chlorurus","sordidus",1,309.777,6
"B1-06","Pomacentridae","Pomacentrus","vaiuli",1,70.749,6
"B1-06","Pomacentridae","Pomacentrus","coelestis",1,29.647,6
"B1-06","Pomacentridae","Pomacentrus","coelestis",1,50.22,6
"B1-06","Pomacentridae","Pomacentrus","coelestis",1,36.863,6
"B1-06","Acanthuridae","Ctenochaetus","striatus",1,207.268,6
"B1-06","Scaridae","Scarus","schlegeli",1,218.123,6
"B1-06","Scaridae","Scaridae","spp",1,205.938,6
"B1-06","Acanthuridae","Ctenochaetus","striatus",1,150.079,6
"B1-06","Labridae","Choerodon","cauteroma",1,279.562,6
"B1-06","Scaridae","Scarus","ghobban",1,235.991,6
"B1-06","Scaridae","Scarus","schlegeli",1,204.479,6
"B1-06","Acanthuridae","Ctenochaetus","striatus",1,160.783,6
"B1-06","Acanthuridae","Ctenochaetus","striatus",1,196.121,6
"B1-06","Scaridae","Scarus","ghobban",1,198.369,6
"B1-06","Nemipteridae","Scolopsis","bilineata",1,134.316,6
"B1-06","Scaridae","Chlorurus","sordidus",1,162.778,6
"B1-06","Nemipteridae","Scolopsis","bilineata",1,183.573,6
"B1-06","Labridae","Choerodon","cauteroma",1,264.321,6
"B1-06","Acanthuridae","Ctenochaetus","striatus",1,192.917,6
"B2-01","Scaridae","Scaridae","spp",1,96.077,1
"B2-01","Scaridae","Scaridae","spp",1,186.642,1
"B2-01","Scaridae","Scaridae","spp",1,134.835,1
"B2-01","Labridae","Thalassoma","lutescens",1,114.436,1
"B2-01","Labridae","Stethojulis","bandanensis",1,108.818,1
"B2-01","Labridae","Thalassoma","lutescens",1,123.471,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,67.522,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,88.176,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,66.134,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,56.602,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,63.598,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,66.472,1
"B2-01","Labridae","Thalassoma","hardwicke",1,83.145,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,71.129,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,64.088,1
"B2-01","Labridae","Coris","caudimacula",1,91.648,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,69.997,1
"B2-01","Scaridae","Chlorurus","sordidus",1,355.496,1
"B2-01","Labridae","Hemigymnus","melapterus",1,92.195,1
"B2-01","Labridae","Thalassoma","lutescens",1,103.616,1
"B2-01","Labridae","Thalassoma","lutescens",1,191.114,1
"B2-01","Labridae","Thalassoma","lutescens",1,93.049,1
"B2-01","Labridae","Thalassoma","lutescens",1,113.483,1
"B2-01","Labridae","Thalassoma","lutescens",1,180.912,1
"B2-01","Labridae","Stethojulis","bandanensis",1,108.823,1
"B2-01","Mullidae","Parupeneus","barberinoides",1,132.263,1
"B2-01","Scaridae","Scarus","ghobban",1,384.91,1
"B2-01","Pomacentridae","Pomacentrus","milleri",1,67.529,1
"B2-01","Labridae","Cirrhilabrus","spp",1,81.569,1
"B2-01","Labridae","Thalassoma","lutescens",1,131.778,1
"B2-01","Scaridae","Scarus","frenatus",1,259.914,1
"B2-01","Scaridae","Scarus","frenatus",1,306.664,1
"B2-01","Labridae","Choerodon","schoenleinii",1,303.839,1
"B2-01","Labridae","Thalassoma","lutescens",1,169.773,1
"B2-01","Labridae","Thalassoma","lutescens",1,97.104,1
"B2-01","Labridae","Stethojulis","bandanensis",1,117.886,1
"B2-01","Labridae","Thalassoma","lutescens",1,92.534,1
"B2-01","Labridae","Thalassoma","lutescens",1,169.05,1
"B2-01","Pomacentridae","Neoglyphidodon","nigroris",1,97.233,1
"B2-01","Scaridae","Chlorurus","sordidus",1,369.879,1
"B2-01","Labridae","Thalassoma","lutescens",1,107.817,1
"B2-01","Labridae","Thalassoma","lutescens",1,111.819,1
"B2-01","Scaridae","Scarus","rivulatus",1,283.494,1
"B2-01","Labridae","Thalassoma","lutescens",1,110.269,1
"B2-01","Labridae","Thalassoma","lutescens",1,90.551,1
"B2-01","Labridae","Thalassoma","lutescens",1,94.697,1
"B2-01","Labridae","Thalassoma","lutescens",1,91.714,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,61.979,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,85.667,1
"B2-01","Labridae","Thalassoma","lutescens",1,90.185,1
"B2-01","Labridae","Thalassoma","lutescens",1,100.747,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,70.213,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,56.17,1
"B2-01","Labridae","Halichoeres","nebulosus",1,95.201,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,60.659,1
"B2-01","Labridae","Thalassoma","lutescens",1,124.287,1
"B2-01","Labridae","Thalassoma","lutescens",1,119.554,1
"B2-01","Labridae","Thalassoma","lutescens",1,86.452,1
"B2-01","Labridae","Thalassoma","lutescens",1,101.949,1
"B2-01","Labridae","Thalassoma","lutescens",1,161.378,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,65.956,1
"B2-01","Scaridae","Scaridae","spp",1,96.053,1
"B2-01","Scaridae","Chlorurus","sordidus",1,91.763,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,66.877,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,69.478,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,66.568,1
"B2-01","Caesionidae","Caesio","cuning",1,100.681,1
"B2-01","Caesionidae","Caesio","cuning",1,101.747,1
"B2-01","Caesionidae","Caesio","cuning",1,109.549,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,69.111,1
"B2-01","Caesionidae","Caesio","cuning",1,98.965,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,65.895,1
"B2-01","Caesionidae","Caesio","cuning",1,101.458,1
"B2-01","Caesionidae","Caesio","cuning",1,91.039,1
"B2-01","Caesionidae","Caesio","cuning",1,99.976,1
"B2-01","Caesionidae","Caesio","cuning",1,104.411,1
"B2-01","Caesionidae","Caesio","cuning",1,103.555,1
"B2-01","Caesionidae","Caesio","cuning",1,101.783,1
"B2-01","Caesionidae","Caesio","cuning",1,88.196,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,56.819,1
"B2-01","Caesionidae","Caesio","cuning",1,103.723,1
"B2-01","Caesionidae","Caesio","cuning",1,91.374,1
"B2-01","Caesionidae","Caesio","cuning",1,92.893,1
"B2-01","Caesionidae","Caesio","cuning",1,94.082,1
"B2-01","Caesionidae","Caesio","cuning",1,92.521,1
"B2-01","Caesionidae","Caesio","cuning",1,103.289,1
"B2-01","Caesionidae","Caesio","cuning",1,88.272,1
"B2-01","Scaridae","Scarus","schlegeli",1,333.405,1
"B2-01","Caesionidae","Caesio","cuning",1,92.461,1
"B2-01","Blenniidae","Blenniidae","spp",1,100.707,1
"B2-01","Caesionidae","Caesio","cuning",1,103.924,1
"B2-01","Caesionidae","Caesio","cuning",1,97.068,1
"B2-01","Scaridae","Scaridae","spp",1,103.088,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,54.25,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,52.866,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,76.853,1
"B2-01","Scaridae","Chlorurus","sordidus",1,241.783,1
"B2-01","Labridae","Thalassoma","lutescens",1,191.313,1
"B2-01","Scaridae","Chlorurus","sordidus",1,260.165,1
"B2-01","Scaridae","Chlorurus","sordidus",1,302.74,1
"B2-01","Scaridae","Scarus","schlegeli",1,293.871,1
"B2-01","Scaridae","Chlorurus","sordidus",1,279.159,1
"B2-01","Pomacentridae","Neoglyphidodon","nigroris",1,94.225,1
"B2-01","Scaridae","Scaridae","spp",1,93.141,1
"B2-01","Pomacanthidae","Centropyge","tibicen",1,123.683,1
"B2-01","Labridae","Stethojulis","bandanensis",1,122.237,1
"B2-01","Labridae","Halichoeres","melanochir",1,83.867,1
"B2-01","Pomacentridae","Neoglyphidodon","nigroris",1,89.406,1
"B2-01","Pomacentridae","Pomacentrus","milleri",1,72.151,1
"B2-01","Scaridae","Chlorurus","sordidus",1,86.158,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,58.56,1
"B2-01","Pomacentridae","Chromis","atripectoralis",1,67.403,1
"B2-01","Labridae","Labroides","dimidiatus",1,79.066,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,81.74,1
"B2-01","Scaridae","Chlorurus","sordidus",1,78.819,1
"B2-01","Scaridae","Chlorurus","sordidus",1,85.994,1
"B2-01","Scaridae","Chlorurus","sordidus",1,82.206,1
"B2-01","Scaridae","Chlorurus","sordidus",1,74.667,1
"B2-01","Pomacentridae","Pomacentrus","coelestis",1,64.577,1
"B2-01","Labridae","Thalassoma","spp",1,103.456,1
"B2-01","Labridae","Thalassoma","spp",1,96.331,1
"B2-01","Labridae","Halichoeres","nebulosus",1,65.347,1
"B2-01","Mullidae","Parupeneus","barberinoides",1,109.702,1
"B2-01","Mullidae","Parupeneus","barberinoides",1,123.241,1
"B2-01","Mullidae","Parupeneus","barberinoides",1,94.32,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,64.765,1
"B2-01","Pomacentridae","Pomacentrus","nagasakiensis",1,68.131,1
"B2-01","Mullidae","Parupeneus","barberinoides",1,74.769,1
"B2-01","Chaetodontidae","Chelmon","marginalis",1,118.669,1
"B2-02","Scaridae","Chlorurus","sordidus",1,317.665,2
"B2-02","Labridae","Thalassoma","lutescens",1,172.794,2
"B2-02","Labridae","Thalassoma","lutescens",1,89.672,2
"B2-02","Pomacentridae","Pomacentrus","nagasakiensis",1,70.007,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,83.433,2
"B2-02","Pomacentridae","Pomacentrus","nagasakiensis",1,68.764,2
"B2-02","Labridae","Thalassoma","lutescens",1,74.65,2
"B2-02","Pomacentridae","Pomacentrus","coelestis",1,43.368,2
"B2-02","Pomacentridae","Pomacentrus","coelestis",1,55.644,2
"B2-02","Pomacentridae","Pomacentrus","coelestis",1,49.554,2
"B2-02","Pomacentridae","Pomacentrus","nagasakiensis",1,82.654,2
"B2-02","Scaridae","Scaridae","spp",1,139.823,2
"B2-02","Acanthuridae","Acanthurus","spp",1,235.319,2
"B2-02","Scaridae","Scaridae","spp",1,145.379,2
"B2-02","Scaridae","Scarus","rivulatus",1,362.892,2
"B2-02","Scaridae","Scaridae","spp",1,224.711,2
"B2-02","Scaridae","Scaridae","spp",1,236.761,2
"B2-02","Pomacentridae","Pomacentrus","milleri",1,74.071,2
"B2-02","Scaridae","Scarus","ghobban",1,411.185,2
"B2-02","Scaridae","Chlorurus","sordidus",1,316.649,2
"B2-02","Scaridae","Scarus","rivulatus",1,348.823,2
"B2-02","Acanthuridae","Acanthurus","dussumieri",1,192.234,2
"B2-02","Labridae","Halichoeres","melanochir",1,86.318,2
"B2-02","Scaridae","Scaridae","spp",1,195.973,2
"B2-02","Scaridae","Scaridae","spp",1,341.754,2
"B2-02","Scaridae","Scaridae","spp",1,216.06,2
"B2-02","Scaridae","Scaridae","spp",1,257.608,2
"B2-02","Scaridae","Scaridae","spp",1,341.591,2
"B2-02","Scaridae","Scaridae","spp",1,266.108,2
"B2-02","Scaridae","Scaridae","spp",1,337.086,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,92.29,2
"B2-02","Labridae","Stethojulis","bandanensis",1,122.334,2
"B2-02","Scaridae","Scaridae","spp",1,474.348,2
"B2-02","Labridae","Hemigymnus","melapterus",1,256.403,2
"B2-02","Acanthuridae","Acanthurus","dussumieri",1,211.494,2
"B2-02","Labridae","Thalassoma","lutescens",1,90.021,2
"B2-02","Scaridae","Chlorurus","microrhinos",1,495.173,2
"B2-02","Scaridae","Scaridae","spp",1,325.574,2
"B2-02","Labridae","Thalassoma","lutescens",1,134.78,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,74.505,2
"B2-02","Pomacentridae","Chromis","atripectoralis",1,76.896,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,68.246,2
"B2-02","Labridae","Thalassoma","lutescens",1,133.368,2
"B2-02","Labridae","Thalassoma","lutescens",1,104.744,2
"B2-02","Labridae","Thalassoma","lutescens",1,86.962,2
"B2-02","Pomacentridae","Chromis","atripectoralis",1,86.049,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,83.252,2
"B2-02","Labridae","Thalassoma","lutescens",1,100.992,2
"B2-02","Labridae","Stethojulis","bandanensis",1,120.416,2
"B2-02","Labridae","Thalassoma","lutescens",1,157.438,2
"B2-02","Scaridae","Scarus","schlegeli",1,300.633,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,96.118,2
"B2-02","Labridae","Thalassoma","lutescens",1,102.256,2
"B2-02","Chaetodontidae","Chaetodon","auriga",1,107.405,2
"B2-02","Labridae","Thalassoma","lutescens",1,103.523,2
"B2-02","Labridae","Thalassoma","lutescens",1,96.529,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,88.306,2
"B2-02","Pomacentridae","Pomacentrus","moluccensis",1,59.329,2
"B2-02","Scaridae","Chlorurus","microrhinos",1,59.017,2
"B2-02","Pomacanthidae","Pomacanthus","semicirculatus",1,276.728,2
"B2-02","Labridae","Halichoeres","nebulosus",1,69.471,2
"B2-02","Scaridae","Scarus","rivulatus",1,327.16,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,75.331,2
"B2-02","Pomacentridae","Pomacentrus","milleri",1,51.97,2
"B2-02","Labridae","Thalassoma","lunare",1,147.995,2
"B2-02","Siganidae","Siganus","doliatus",1,228.529,2
"B2-02","Scaridae","Chlorurus","sordidus",1,141.423,2
"B2-02","Scaridae","Chlorurus","sordidus",1,115.444,2
"B2-02","Pomacentridae","Pomacentrus","moluccensis",1,47.461,2
"B2-02","Pomacentridae","Pomacentrus","milleri",1,81.074,2
"B2-02","Pomacentridae","Dascyllus","reticulatus",1,56.837,2
"B2-02","Pomacentridae","Pomacentrus","milleri",1,77.847,2
"B2-02","Scaridae","Chlorurus","sordidus",1,190.406,2
"B2-02","Pomacentridae","Pomacentrus","milleri",1,83.299,2
"B2-02","Labridae","Thalassoma","lutescens",1,137.809,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,94.547,2
"B2-02","Labridae","Choerodon","spp",1,124.286,2
"B2-02","Scaridae","Chlorurus","sordidus",1,176.789,2
"B2-02","Scaridae","Chlorurus","sordidus",1,184.808,2
"B2-02","Scaridae","Chlorurus","sordidus",1,282.082,2
"B2-02","Scaridae","Chlorurus","sordidus",1,175.965,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,75.248,2
"B2-02","Scaridae","Chlorurus","sordidus",1,212.306,2
